team,rank,barthag,adjoe,adjde,adjoe_z,adjde_z,eFG%,eFG% Def,FTR,FTR Def,OR%,DR%,TO%,TO% Def.,3P%,3pD%,2p%,2p%D,ft%,ft%D,3P rate,3P rate D,arate,arateD,V38,V40,eFG%_z,eFG% Def_z,FTR_z,FTR Def_z,OR%_z,DR%_z,TO%_z,TO% Def._z,3P%_z,3pD%_z,2p%_z,2p%D_z,ft%_z,ft%D_z,3P rate_z,3P rate D_z,arate_z,arateD_z,V38_z,V40_z
Old Dominion,196,0.451188757846643,102.689298931234,104.453289573563,-0.424409997637441,0.169801298830043,46.4,48.3,36.2,34.7,32.8,29,17.1,17.7,31.5,31.7,46.1,48.8,68,66.9,29.8,42.4,44.3,56.6,11.5,9.9,-1.47635668625713,0.829550329847548,0.981991716769701,-0.540103977191442,1.08597651289086,-0.174113015649962,0.600941504897224,-0.245067247146175,-1.05276160586788,1.01745126040188,-1.24059118316815,0.479697211071149,-0.970890998534549,1.83776056391935,-1.49986857413871,-1.20550271902065,-1.27264352577148,-1.02955121782856,1.0929124886243,0.635781600421356
Navy,197,0.449430178007845,102.667020598718,104.495163860051,-0.427790810000265,0.162911138483187,51.5,50.4,23.7,30,29.9,28,17.3,19.5,36.9,34.2,49.3,49.8,70.6,65.2,36.1,37.9,56.2,54.3,7.9,8.6,0.369637595296178,0.0529738636277456,-1.73032105096984,0.341096554018579,0.369501534750845,0.168636575895246,0.500577223195965,0.522927665493206,1.21420895309313,-0.0576966422701127,-0.265775030581988,0.14052680277581,-0.265318561161095,2.49907145318089,-0.251897156202448,-0.118873929968541,1.05175638893617,-0.61313211514226,-0.367582490549679,-0.179947973365588
Massachusetts,198,0.442800347470163,102.80174405239,104.87669533111,-0.407346069918683,0.100132444600297,47.1,50.1,32.8,32.8,34.4,28.2,19.9,19.2,33.6,33,45.7,50.4,71.6,71.1,29.9,40.8,54.9,59.2,11.2,8.1,-1.22298492212237,0.163913358802002,0.244242643944547,-0.183873975212924,1.48127305255432,0.100086657586206,-0.804158438920445,0.394928513386643,-0.171161944049705,0.458374351012442,-1.36244320224142,-0.0629754422013934,0.00605545321331084,0.203933661037877,-1.48005950401274,-0.819145816246569,0.79783034783365,-1.50028585564786,0.971204573693131,-0.493690117129797
Georgetown,199,0.439950918530168,104.997841604906,107.224817555139,-0.0740808333838643,-0.286236852518606,47.4,53.4,29.6,24.6,29.5,30,17.7,15.9,31.4,38.8,47.5,50.4,71.4,72.6,30.8,39,46.4,60.4,12.1,7.3,-1.11439702320747,-1.05642108811483,-0.450109424596778,1.35353971753648,0.270677399834981,-0.516862607195173,0.299848659793439,-1.01306215978556,-1.09474254214493,-2.03596878318657,-0.814109116411702,-0.0629754422013934,-0.0482193496615673,-0.379575947134077,-1.30177787287899,-0.384494300625724,-0.862455305528952,-1.71754799617985,1.33632831848662,-0.995677547152532
Pepperdine,200,0.438883448781271,105.371287429296,107.646740535732,-0.0174091655629554,-0.355661724776868,52,52.5,26.8,32.6,25.9,30.5,18.3,16.6,35.1,36.2,51.6,51.6,71.5,70.1,36,33.5,50.2,46.9,8.9,5.3,0.550617426821013,-0.723602602592056,-1.05766748457044,-0.146376080267816,-0.618739814407797,-0.688237402967778,-0.00124418531034752,-0.714397471536907,0.458552100106131,-0.917814964407702,0.434874079089315,-0.469979932155801,-0.0210819482241282,0.592940066485847,-0.271706226328421,0.943607552660192,-0.120209954613906,0.726651084804977,0.0381105592208696,-2.25064612220937
Gardner Webb,201,0.436543451836206,99.8927189097613,102.13426833454,-0.848800481237325,0.551382205035221,50.7,49.1,34.8,39.6,28.5,25.1,19.5,20.3,32.8,34.7,51.5,47.4,62.5,71.6,33.6,37.7,47.2,48.6,13.8,8.2,0.0800698648564438,0.533711676049526,0.678212686782873,-1.45880240334657,0.0236170625453197,1.16261039137636,-0.603429875517919,0.864258737777376,-0.507009434266152,-0.27272622280451,0.404411074320997,0.954535782684623,-2.46344807759378,0.00943045831389265,-0.747123909351759,-0.0705793171217812,-0.706193126388941,0.418863052384665,2.02600650309656,-0.430941688376956
FIU,202,0.436457912911164,103.966592085028,106.302772053018,-0.230576438406012,-0.134519846938282,52.1,52.1,28.4,30.5,26,36.5,20.7,22.8,32.7,36.2,53.7,50.5,73,75.2,35.6,40.1,44.8,54.3,11.1,9.3,0.58681339312598,-0.575683275693047,-0.710491450299774,0.247351816655811,-0.594033780678831,-2.74473495223904,-1.20561556572549,1.93091833866541,-0.548990370543205,-0.917814964407702,1.07459717922398,-0.0968924830309278,0.385979073337481,-1.3909926012988,-0.35094250683231,-0.650114671282908,-1.17497966380897,-0.61313211514226,0.930635268716076,0.259291027904305
Morehead St.,203,0.43256134204173,102.263047516764,104.705236437175,-0.489095092479317,0.128344967635366,49.5,49.8,35.9,28.3,27.3,24.6,18.9,15.8,35.6,32.7,47.1,50.1,72.3,74.9,37.9,31.2,55,42.1,9.3,9.1,-0.35428173080316,0.274852853976261,0.916896210343953,0.659828661051992,-0.272855342202272,1.33398518714896,-0.302337030414133,-1.05572854382108,0.66845678149141,0.587392099333079,-0.935961135484971,0.0387756802872073,0.196017263275396,-1.27429067966441,0.104666106065055,1.49899560039794,0.817363120226151,1.59569964693291,0.200387779129089,0.133794170398621
East Carolina,204,0.427555153020964,103.275940577271,105.930289559732,-0.335385142296296,-0.0732301075681327,47.3,49.9,37.3,33.4,33.4,28.9,19.2,17.3,31.8,33,47.1,50.1,69,71,41.9,34.1,56.1,49.1,7.3,9.7,-1.15059298951243,0.237873022251508,1.22067524033078,-0.296367660048245,1.23421271526466,-0.139838056495442,-0.452883452966026,-0.415732783288261,-0.926818797036708,0.458374351012442,-0.935961135484971,0.0387756802872073,-0.699516984160143,0.242834301582672,0.897028911103953,0.79872371411991,1.03222361654366,0.328337160496339,-0.610998320412008,0.510284742915671
Rider,205,0.424307138815231,106.145891306271,108.999835071095,0.100139594502401,-0.578305239332484,49.6,50.2,29.4,38.5,33.5,28.2,17.7,16.4,33.3,36,49.5,47.2,73.5,63.9,26,43.1,42.8,52.6,6.8,7.8,-0.318085764498193,0.126933527077249,-0.493506428880611,-1.25256398114848,1.25891874899362,0.100086657586206,0.299848659793439,-0.799730239607949,-0.297104752880873,-0.831803132193942,-0.204849021045352,1.02236986434369,0.521666080524684,3.00477978026326,-2.25261323892566,-1.37453386398432,-1.565635111659,-0.30534408272195,-0.813844845297282,-0.681935403388323
Weber St.,206,0.423542448241047,100.412494329146,103.140363803453,-0.769922802106929,0.385835286233264,51.1,53,34,31.7,21.6,22.8,19.4,19,33.4,37,51.7,51.2,76,70.2,38,41.3,46.2,58.9,4.4,10,0.224853730076311,-0.908501761215819,0.504624669647542,0.0223644469851671,-1.68109926475334,1.95093445193034,-0.55324773466729,0.3095957453156,-0.255123816603817,-1.26186229326274,0.465337083857633,-0.334311768837666,1.2001011164607,0.554039425941047,0.124475176191028,-0.93988234836347,-0.901520850313953,-1.44597032051487,-1.7875081647466,0.698530029174197
Queens,207,0.422829240337012,107.390533385823,110.336002068199,0.289018242706359,-0.798163429941747,51.2,53,35.9,25.4,29.7,26.1,17.6,15.7,34.8,35.3,50.5,53,72.2,71.8,44.1,36.5,50.9,48.3,5.9,12.6,0.261049696381278,-0.908501761215819,0.916896210343953,1.20354813775605,0.320089467292913,0.819860799831146,0.350030800644071,-1.0983949278566,0.332609291274962,-0.530761719445784,0.0997810266378222,-0.944818503769275,0.168879861837957,-0.0683708227757024,1.33282845387535,0.219188359958783,0.0165194521336019,0.473178587517662,-1.17896859009078,2.32998917674808
Siena,208,0.421772417501695,101.615510807981,104.441918785323,-0.587360979698465,0.171672293199601,49.5,49.4,34.8,33.6,30.1,26.7,19.6,18.4,35,33.3,48,49.2,73.7,68.1,34.5,27.6,53,42.6,10.6,8.8,-0.35428173080316,0.42277218087527,0.678212686782873,-0.333865554993353,0.418913602208777,0.614211044904019,-0.653612016368551,0.0535974411024728,0.416571163829075,0.329356602691805,-0.661794092570114,0.344029047753012,0.575940883399566,1.37095287738179,-0.568842278218007,2.36829863163963,0.426707672376127,1.50517375504459,0.727788743830802,-0.0544511158599041
Florida Gulf Coast,209,0.421580794437828,104.456858685519,107.369634104448,-0.156176822418632,-0.310065539030431,51.2,50.7,28.2,28.1,26.6,28.8,17.1,17.3,35.1,33.4,50.1,51.1,73.7,69.4,44.9,41.2,50.7,51.2,9.4,9.4,0.261049696381278,-0.0579656315465133,-0.753888454583608,0.697326555997098,-0.445797578305035,-0.10556309734092,0.600941504897224,-0.415732783288261,0.458552100106131,0.286350686584925,-0.0220709924354472,-0.300394728008132,0.575940883399566,0.865244550299421,1.49130101488313,-0.915735041940091,-0.0225460926513996,-0.0518715854346346,0.240957084106144,0.322039456657147
Northern Iowa,210,0.420755516230401,104.219292175017,107.15698230372,-0.192228344458076,-0.275074972552351,51.3,53.8,31.1,26.5,22.6,22.4,17.7,18.2,33.7,36,51.7,53.6,69.9,72.9,38.8,47,46.1,51.9,4.6,7.1,0.297245662686246,-1.20434041501384,-0.124631892468032,0.997309715557957,-1.43403892746368,2.08803428854842,0.299848659793439,-0.0317353269685693,-0.129181007772648,-0.831803132193942,0.465337083857633,-1.14832074874648,-0.455280371223176,-0.496277868768472,0.282947737198807,-2.31627881449615,-0.921053622706455,-0.178607834078291,-1.70636955479249,-1.12117440465822
North Dakota St.,211,0.420316077711075,104.580958445439,107.545705875387,-0.137344263821138,-0.339037083051436,52.2,50.6,31.2,27,24.1,22.4,17.2,12.4,34.1,34.1,52.8,50.3,70.6,74.9,38.9,34.8,42.6,42,7.5,7.4,0.623009359430948,-0.0209857998217604,-0.102933390326116,0.903564978195189,-1.06344842152919,2.08803428854842,0.550759364046594,-2.5063856010288,0.038742737335574,-0.0146907261632326,0.800430136309123,-0.029058401371859,-0.265318561161095,-1.27429067966441,0.30275680732478,0.629692569156249,-1.604700656444,1.61380482531058,-0.529859710457898,-0.93292911839969
Florida St.,212,0.407708237387792,105.242788056368,108.716507709787,-0.036909380325464,-0.531685437210181,49.4,53.3,30.7,30.8,25.5,31.9,17.6,17.3,33.2,37.9,49.1,50.9,73.1,75.7,34.3,40.8,53.5,55.3,11.2,7.4,-0.390477697108128,-1.01944125639008,-0.211425901035698,0.19110497423815,-0.717563949323662,-1.16808683113107,0.350030800644071,-0.415732783288261,-0.339085689157927,-1.64891553822465,-0.326701040118622,-0.232560646349063,0.41311647477492,-1.58549580402279,-0.608460418469953,-0.819145816246569,0.524371534338633,-0.794183898918914,0.971204573693131,-0.93292911839969
San Diego,213,0.406553718883082,110.34162642875,114.031060032316,0.7368566002788,-1.40616284913725,51.1,58.2,30.9,33.4,27.9,29.7,16,17.3,34.8,41,50.4,55.9,76.8,67.1,36.4,41.7,45.3,60.4,4.9,7.8,0.224853730076311,-2.83145301090294,-0.168028896751865,-0.296367660048245,-0.124619139828475,-0.41403772973161,1.15294505425417,-0.415732783288261,0.332609291274962,-2.98209893753791,0.0693180218695043,-1.92841268782576,1.41720032796022,1.75995928282976,-0.192469945824531,-1.03647157405699,-1.07731580184647,-1.71754799617985,-1.58466163986132,-0.681935403388323
Bryant,214,0.405642349982854,104.458055086056,107.986239964601,-0.155995264587822,-0.411524300567138,52,50,32.9,31.9,29,25.2,18.7,15.8,33.3,34.1,53.4,49.3,73.5,70.5,39.1,39,46.2,54.9,8.9,8.6,0.550617426821013,0.200893190526755,0.265941146086462,-0.0151334479599407,0.14714723119015,1.12833543222184,-0.201972748712871,-1.05572854382108,-0.297104752880873,-0.0146907261632326,0.983208164919028,0.31011200692348,0.521666080524684,0.437337504306657,0.342374947576725,-0.384494300625724,-0.901520850313953,-0.721763185408253,0.0381105592208696,-0.179947973365588
Murray St.,215,0.405303237652169,106.729411594959,110.347811399766,0.188690773301226,-0.800106583960883,49,51.9,33.2,24.4,27.4,27.3,16.2,15.6,32.6,33.4,49.1,53.2,74.1,72.4,32.7,42,48.1,52.9,7.2,7.5,-0.535261562327995,-0.501723612243541,0.331036652512212,1.39103761248158,-0.248149308473306,0.408561289976894,1.0525807725529,-1.14106131189212,-0.590971306820262,0.286350686584925,-0.326701040118622,-1.01265258542834,0.684490489149326,-0.301774666044487,-0.92540554048551,-1.10891349332713,-0.530398174856431,-0.359659617854945,-0.651567625389063,-0.870180689646848
Delaware,216,0.400450825622135,103.592325447888,107.29239508764,-0.287372667339795,-0.297356326396999,49.6,51.8,33,29.4,25,29.8,16.5,18.6,32,36.6,50.5,50.1,73.4,72.6,36.5,34.7,48,53.7,10,9.2,-0.318085764498193,-0.464743780518791,0.287639648228379,0.453590238853901,-0.841094117968492,-0.44831268888613,0.902034350001011,0.138930209173516,-0.842856924482597,-1.08983862883522,0.0997810266378222,0.0387756802872073,0.494528679087245,-0.379575947134077,-0.172660875698558,0.653839875579627,-0.549930947248932,-0.504501044876269,0.484372913968473,0.196542599151462
Detroit,217,0.397113885003236,110.69376006326,114.786315190149,0.790294071151751,-1.53043551326488,51.4,53.6,27.2,28.9,35.8,29.7,17.6,17.1,38.7,36.8,46.4,52.6,77.2,75.7,42.7,39.4,46.8,52.9,5.3,8.1,0.333441628991211,-1.13038075156433,-0.97087347600277,0.54733497621667,1.82715752475984,-0.41403772973161,0.350030800644071,-0.501065551359301,1.96986580608014,-1.17585046104898,-1.14920216886319,-0.80915034045114,1.52574993370999,-1.58549580402279,1.05550147211173,-0.481083526319245,-0.784324215958947,-0.359659617854945,-1.4223844199531,-0.493690117129797
New Mexico St.,218,0.397022607491077,104.577762725504,108.447793395132,-0.137829225137601,-0.487470123451583,50.2,53.7,34.7,37,27,26.5,18.3,19.1,35.1,36.8,48.8,52.5,68.3,72.2,36.4,45.5,44.7,49.4,7.3,7.6,-0.100909966668391,-1.16736058328909,0.656514184640956,-0.971329769060176,-0.346973443389171,0.682760963213062,-0.00124418531034752,0.352262129351122,0.458552100106131,-1.17585046104898,-0.418090054423575,-0.775233299621606,-0.889478794222228,-0.223973384954892,-0.192469945824531,-1.95406921814544,-1.19451243620147,0.274021625363343,-0.610998320412008,-0.807432260894006
Norfolk St.,219,0.396898955533302,107.857005835559,111.853412988777,0.359807015782574,-1.0478442109611,53.1,51,38.1,35.8,33.4,31,20.1,18.6,33.5,35.2,54.6,49.3,75,68.4,35.8,47.3,46.5,62.4,12.3,7.8,0.94877305617565,-0.16890512672077,1.39426325746611,-0.746342399389532,1.23421271526466,-0.859612198740383,-0.904522720621706,0.138930209173516,-0.213142880326761,-0.487755803338907,1.34876422213884,0.31011200692348,0.928727102086293,1.25425095574739,-0.311324366580366,-2.38872073376629,-0.84292253313645,-2.07965156373316,1.41746692844073,-0.681935403388323
South Carolina,220,0.395820010626397,103.903879365805,107.796074171888,-0.240093305806423,-0.380233670584297,46.9,52.7,27.4,29.6,33,32.4,20,15.8,32.4,33.6,45.7,54.1,65.8,67.5,41.1,36.2,47.1,54.4,7.3,10.4,-1.2953768547323,-0.797562266041562,-0.927476471718937,0.416092343908794,1.13538858034879,-1.33946162690368,-0.854340579771075,-1.05572854382108,-0.674933179374374,0.200338854371165,-1.36244320224142,-1.31790595289415,-1.56791383015824,1.60435672065057,0.738556350096174,0.291630279228923,-0.725725898781443,-0.631237293519926,-0.610998320412008,0.949523744185564
Mercer,221,0.390215914428386,99.650264786386,103.594527584361,-0.885593715072935,0.311105385459513,48.9,48.8,28.6,35.9,30.4,27.6,18.2,17.4,32.7,33,48.8,48.4,69.1,72.6,30.5,34,47,45.5,5.8,6.1,-0.571457528632963,0.644651171223785,-0.667094446015942,-0.765091346862086,0.493031703395676,0.305736412513331,0.0489379555402842,-0.373066399252739,-0.548990370543205,0.458374351012442,-0.418090054423575,0.615365374389284,-0.672379582722704,-0.379575947134077,-1.3612050832569,0.82287102054329,-0.745258671173944,0.980123582092292,-1.21953789506783,-1.74865869218663
Northwestern St.,222,0.389271518920169,105.372557000254,109.581143245537,-0.0172165038730915,-0.67395598036724,51.2,50.6,27.1,39.9,33.6,33.8,17.2,21.1,35.6,32.9,49.7,51.2,68.9,74.5,38.7,34.4,46,52,6.5,8.8,0.261049696381278,-0.0209857998217604,-0.992571978144686,-1.51504924576423,1.28362478272259,-1.81931105506697,0.550759364046594,1.20558981006154,0.66845678149141,0.501380267119322,-0.143923011508717,-0.334311768837666,-0.726654385597582,-1.11868811748522,0.263138667072836,0.726281794849769,-0.940586395098956,-0.196713012455957,-0.935552760228447,-0.0544511158599041
Milwaukee,223,0.38609184092733,103.247231008577,107.496065312289,-0.339741916516399,-0.330869028903108,52.2,48,32.4,29.3,32.6,32.9,21.8,17.9,35.6,31.4,51.4,48.7,73,73.3,38.5,42.5,49.7,49.8,14.7,9.8,0.623009359430948,0.940489825021804,0.15744863537688,0.472339186326455,1.03656444543293,-1.51083642267628,-1.75761911508243,-0.159734479075133,0.66845678149141,1.14646900872251,0.373948069552679,0.513614251900681,0.385979073337481,-0.651880430947657,0.22352052682089,-1.22965002544403,-0.217873816576412,0.201600911852682,2.39113024789005,0.573033171668514
La Salle,224,0.385557858194705,104.606642932902,108.932763180515,-0.133446555916625,-0.567268965771116,48.3,51.8,28.1,30.8,30.4,30.6,18.1,18.1,34.5,35.3,46.4,51.3,69.2,70.3,36.5,34.2,47.7,51,8.4,11.4,-0.788633326462765,-0.464743780518791,-0.775586956725523,0.19110497423815,0.493031703395676,-0.722512362122298,0.099120096390916,-0.0744017110040911,0.206666482443796,-0.530761719445784,-1.14920216886319,-0.368228809667198,-0.645242181285261,0.515138785396252,-0.172660875698558,0.774576407696529,-0.608529264426435,-0.0156612286793033,-0.164735965664405,1.57700803171398
Campbell,225,0.382746496366299,105.605373008543,110.086494951265,0.0181141133769133,-0.757108544293304,52.7,52.5,38,32.1,24.4,27.8,18.1,18.4,32.9,34.4,54.7,53.2,69.8,70,38.6,41.3,50,48.2,8.6,10.8,0.803989190955782,-0.723602602592056,1.3725647553242,-0.0526313429050479,-0.989330320342289,0.237186494204288,0.099120096390916,0.0535974411024728,-0.465028497989096,-0.14370847448387,1.37922722690716,-1.01265258542834,-0.482417772660619,0.631840707030642,0.243329596946863,-0.93988234836347,-0.159275499398909,0.491283765895327,-0.0835973557102952,1.20051745919693
Rice,226,0.382727619294018,107.32816890262,111.883171113035,0.279554221300655,-1.05274073016083,53.3,54.6,33.7,25.6,23.8,26.1,18.2,16.1,35.5,36.7,53.3,54.4,73.9,69.7,42.8,37,55,46.3,6,8.3,1.02116498878558,-1.50017906881186,0.439529163221794,1.16605024281094,-1.13756652271609,0.819860799831146,0.0489379555402842,-0.927729391714513,0.626475845214353,-1.1328445449421,0.95274516015071,-1.41965707538275,0.630215686274448,0.748542628665032,1.0753105422377,0.0984518278418815,0.817363120226151,0.83528215507097,-1.13839928511372,-0.368193259624113
Northern Colorado,227,0.380412274697583,106.805568092424,111.433426306221,0.20024777955185,-0.978737944822955,52.6,53.1,31.5,31.2,24.4,27,17.5,14.1,36.4,33.3,51.2,54.7,74,71.7,40,33.7,44.9,48.5,4.3,10.7,0.767793224650815,-0.945481592940572,-0.0378378839003668,0.116109184347935,-0.989330320342289,0.511386167440457,0.400212941494701,-1.78105707242494,1.00430427170785,0.329356602691805,0.313022060016045,-1.52140819787135,0.657353087711887,-0.0294701822309076,0.520656578710477,0.89531293981343,-1.15544689141647,0.436968230762331,-1.82807746972365,1.13776903044409
Minnesota,228,0.379992264305525,101.376655970606,105.785675016852,-0.623608009701316,-0.0494346599914595,48.6,50.6,30.5,24.1,25.3,31.1,19.4,15,31.9,35.9,49,49.2,61.5,70.2,35.4,31,61.8,51.5,9.6,10.6,-0.680045427547862,-0.0209857998217604,-0.25482290531953,1.44728445489925,-0.766976016781594,-0.893887157894905,-0.55324773466729,-1.39705961610525,-0.884837860759653,-0.788797216087062,-0.35716404488694,0.344029047753012,-2.73482209196819,0.554039425941047,-0.390560647084256,1.5472902132447,2.14559164291623,-0.10618712056763,0.322095694060253,1.07502060169125
Oregon St.,229,0.378684109645611,99.4989879569804,103.876520063171,-0.908550485948787,0.264705230171322,46.8,49.8,33.7,33.9,25.1,30.5,20.9,18.2,32.4,34,45.8,49.1,75.1,71.9,37.1,38.9,46.6,57.5,9.2,10.2,-1.33157282103727,0.274852853976261,0.439529163221794,-0.390112397411014,-0.816388084239526,-0.688237402967778,-1.30597984742675,-0.0317353269685693,-0.674933179374374,0.0283151899436474,-1.3319801974731,0.377946088582546,0.955864503523732,-0.107271463320503,-0.0538064549427235,-0.360346994202344,-0.823389760743949,-1.19249782322755,0.159818474152034,0.82402688667988
Rhode Island,230,0.376620474638811,99.3572604835514,103.807784471919,-0.930058109734296,0.276015255606573,44.6,48.9,36.6,32.2,32,29.2,20.6,17.2,30.7,32.3,43.9,49.3,75,69.6,31.1,35.1,49.9,52.2,10.2,13.7,-2.12788407974654,0.607671339499032,1.06878572533737,-0.0713802903776018,0.888328243059133,-0.242662933959005,-1.15543342487486,-0.458399167323781,-1.38860909608432,0.759415763760599,-1.91077728807113,0.31011200692348,0.928727102086293,0.787443269209832,-1.24235066250107,0.557250649886107,-0.17880827179141,-0.232923369211288,0.565511523922582,3.02022189302934
UC San Diego,231,0.376309743413314,104.329690408355,109.015492881776,-0.175475038893696,-0.58088163729213,49.6,51.8,26.1,27.9,23.2,29.3,17.9,16.5,33,37.1,49.6,49.7,74,72.8,39.2,35.6,47.4,56.6,5.8,9.3,-0.318085764498193,-0.464743780518791,-1.20955699956385,0.734824450942205,-1.28580272508988,-0.276937893113525,0.199484378092178,-0.757063855572429,-0.423047561712039,-1.30486820936962,-0.174386016277035,0.174443843605342,0.657353087711887,-0.457377228223672,0.362184017702698,0.436514117769205,-0.66712758160394,-1.02955121782856,-1.21953789506783,0.259291027904305
Loyola Chicago,232,0.37526889549757,103.404364119118,108.090305199263,-0.315896435156956,-0.428647604950181,53.1,51.7,31.1,37.5,24.4,28.9,22.1,17.9,33.6,34.4,54.8,51.7,69.2,75.5,40,37.5,56.1,50.7,8.5,9.7,0.94877305617565,-0.427763948794038,-0.124631892468032,-1.06507450642294,-0.989330320342289,-0.139838056495442,-1.90816553763433,-0.159734479075133,-0.171161944049705,-0.14370847448387,1.40969023167547,-0.503896972985336,-0.645242181285261,-1.50769452293319,0.520656578710477,-0.0222847042750199,1.03222361654366,0.0386543064536923,-0.12416666068735,0.510284742915671
Army,233,0.37419285238657,104.053938210577,108.812760714239,-0.217321368221103,-0.547523286405194,53.8,51.4,31.3,28.5,25.4,24.2,19.1,15.6,34.9,33.1,54.7,52.4,69.8,69.3,37.9,37.9,48,52.5,5.9,9.5,1.20214482031042,-0.316824453619779,-0.0812348881841993,0.622330766106885,-0.742269983052628,1.47108502376705,-0.402701312115396,-1.14106131189212,0.374590227552019,0.415368434905562,1.37922722690716,-0.741316258792071,-0.482417772660619,0.904145190844222,0.104666106065055,-0.118873929968541,-0.549930947248932,-0.287238904344284,-1.17896859009078,0.384787885409988
North Florida,234,0.374085314280097,109.76318651214,114.787700812933,0.649076385137906,-1.5306635091059,53.3,52.4,28.4,23.5,26.2,32.9,17.3,14,36.4,35.5,52.1,52.1,72,73.4,47.8,29.3,47.2,52.1,8.4,10,1.02116498878558,-0.686622770867306,-0.710491450299774,1.55977813973457,-0.544621713220899,-1.51083642267628,0.500577223195965,-1.82372345646046,1.00430427170785,-0.616773551659544,0.587189102930902,-0.639565136303471,0.114605058963075,-0.690781071492457,2.06576404853633,1.95779442244216,-0.706193126388941,-0.214818190833623,-0.164735965664405,0.698530029174197
Jacksonville,235,0.374045986348353,101.293374996411,105.93172282706,-0.636246179409242,-0.0734659430303922,50.6,49.8,22.8,27,23.9,25.7,19.1,14.3,33.3,32.1,51,51.4,77,73.2,39.5,49.5,53.6,55.8,8.4,9.4,0.0438738985514763,0.274852853976261,-1.92560757024709,0.903564978195189,-1.11286048898712,0.95696063644923,-0.402701312115396,-1.6957243043539,-0.297104752880873,0.845427595974357,0.252096050479409,-0.402145850496732,1.47147513083511,-0.612979790402862,0.421611228080615,-2.91996147508065,0.543904306731135,-0.884709790807241,-0.164735965664405,0.322039456657147
Howard,236,0.373695563737297,104.353625182689,109.146312203681,-0.171842855878567,-0.602407164769791,52,52.2,31.7,35,33.1,31.5,22.8,20.9,37.6,34.9,49.5,52,72.5,69.1,36.1,37.4,53.9,47.6,7.7,8.9,0.550617426821013,-0.6126631074178,0.00555912038346582,-0.596350819609104,1.16009461407776,-1.03098699451299,-2.25944052358874,1.1202570419905,1.50807550703252,-0.358738055018267,-0.204849021045352,-0.605648095473936,0.250292066150278,0.981946471933817,-0.251897156202448,0.00186260214836071,0.602502623908638,0.599914836161319,-0.448721100503789,0.00829731289293751
Northern Arizona,237,0.372462658937482,106.253714407962,111.18461978735,0.116502115123499,-0.9377983383447,50.3,55.4,26.8,38,26.5,25.2,16,17.1,35.7,36.2,48.2,56.1,73.8,73.3,38.3,39.1,50.9,52.4,4.5,8.8,-0.064714000363426,-1.79601772260988,-1.05766748457044,-1.15881924378571,-0.470503612034001,1.12833543222184,1.15294505425417,-0.501065551359301,0.710437717768466,-0.917814964407702,-0.600868083033479,-1.99624676948483,0.603078284837005,-0.651880430947657,0.183902386568945,-0.408641607049105,0.0165194521336019,-0.269133725966618,-1.74693885976954,-0.0544511158599041
UT Arlington,238,0.36807974039323,100.395106869493,105.225988179466,-0.772561407959205,0.0426584209200204,45.6,51.7,30.1,38.4,33,30.9,21.5,20.4,32.2,37.2,44.1,49.2,66,71.2,34.8,37.9,55.6,55.9,8.3,9.1,-1.76592441669687,-0.427763948794038,-0.341616913887196,-1.23381503367593,1.13538858034879,-0.825337239585862,-1.60707269253054,0.906925121812896,-0.758895051928484,-1.3478741254765,-1.84985127853449,0.344029047753012,-1.51363902728336,0.165033020493077,-0.50941506784009,-0.118873929968541,0.934559754581159,-0.902814969184906,-0.205305270641459,0.133794170398621
Jacksonville St.,239,0.366113509514547,102.393539750619,107.399589477281,-0.469292454326197,-0.314994514289022,50.5,52.5,31.8,29.5,29.4,24.1,20.2,16.5,36,34.9,47.9,52.7,70.2,74.9,43.4,49.2,49.5,57.5,7.9,8.2,0.00767793224650887,-0.723602602592056,0.0272576225253825,0.434841291381347,0.245971366106015,1.50535998292157,-0.954704861472338,-0.757063855572429,0.836380526599632,-0.358738055018267,-0.692257097338432,-0.843067381280674,-0.373868166910855,-1.27429067966441,1.19416496299354,-2.84751955581051,-0.256939361361415,-1.19249782322755,-0.367582490549679,-0.430941688376956
Northern Illinois,240,0.366095589015932,102.190660073414,107.187510688398,-0.500080132011204,-0.280098233441177,52.5,50.7,34,35.9,25.3,32.7,20.1,18.6,34.9,33,52.5,51.3,64.7,69.8,36.8,36.2,47.7,48.9,6.3,8.4,0.731597258345848,-0.0579656315465133,0.504624669647542,-0.765091346862086,-0.766976016781594,-1.44228650436724,-0.904522720621706,0.138930209173516,0.374590227552019,0.458374351012442,0.709041122004171,-0.368228809667198,-1.86642524597009,0.709641988120237,-0.113233665320642,0.291630279228923,-0.608529264426435,0.36454751725167,-1.01669137018256,-0.305444830871272
Portland St.,241,0.362427309936619,103.735164818474,108.957517704443,-0.265696309397297,-0.5713421728267,49.6,55,34.8,46.6,24,31.4,16.8,21.3,33,36.8,49.7,55,73.2,74.1,36.1,33.5,50,54.2,8.8,6.2,-0.318085764498193,-1.64809839571087,0.678212686782873,-2.77122872642533,-1.08815445525815,-0.996712035358467,0.751487927449118,1.29092257813259,-0.423047561712039,-1.17585046104898,-0.143923011508717,-1.62315932035995,0.440253876212363,-0.963085555306031,-0.251897156202448,0.943607552660192,-0.159275499398909,-0.595026936764596,-0.00245874575618507,-1.68591026343379
